long_title,short_title
Current Topics in Cellular Regulation,Curr Top Cell Regul
Current Topics in Developmental Biology,Curr Top Dev Biol
Current Topics in Membranes,Curr Top Membr
Current Topics in Membranes and Transport,Curr Top Membr Trans
Current Topics in Microbiology and Immunology,Curr Top Microbiol
Current Topics in Pathology,Curr Topics Pathol
Curriculum Inquiry,Curriculum Inq
Cutis Cutis,Cutis Cutis
Cutter It Journal-The Journal of Information Technology Management,Cutter It J
Cvgip-Graphical Models and Image Processing,Cvgip-Graph Model Im
Cvgip-Image Understanding,Cvgip-Imag Understan
Cybernetica Cybernetica,Cybernetica Cybernetica
Cybernetics Cybernetics,Cybernetics+ Cybernetics+
Cybernetics and Systems,Cybernet Syst
Cybernetics and Systems Analysis,Cybern Syst Anal+
Cybium Cybium,Cybium Cybium
Cyclin Dependent Kinase Cdk Inhibitors,Curr Top Microbiol
Cytobios Cytobios,Cytobios Cytobios
Cytogenetics and Cell Genetics,Cytogenet Cell Genet
Cytokine Cytokine,Cytokine Cytokine
Cytokine & Growth Factor Reviews,Cytokine Growth F R
Cytokines and Molecular Therapy,Cytokines Mol Ther
Cytokines Cellular & Molecular Therapy,Cytokines Cell Mol T
Cytologia Cytologia,Cytologia Cytologia
Cytometry Cytometry,Cytometry Cytometry
Cytopathology Cytopathology,Cytopathology Cytopathology
Cytotechnology Cytotechnology,Cytotechnology Cytotechnology
Cytotherapy Cytotherapy,Cytotherapy Cytotherapy
Czech Journal of Animal Science,Czech J Anim Sci
Czechoslovak Journal of Physics,Czech J Phys
Czechoslovak Mathematical Journal,Czech Math J
D H Lawrence Review,D H Lawrence Rev
Dados-Revista De Ciencias Sociais,Dados-Rev Cienc Soc
Daedalus Daedalus,Daedalus Daedalus
Dairy Industries International,Dairy Ind Int
Dalhousie Review,Dalhousie Rev
Dana-A Journal of Fisheries and Marine Research,Dana-J Fish Mar Res
Dance & Dancers,Dance Dancers
Dance Chronicle,Dance Chronicle
Dance Magazine,Dance Mag
Dance Research Journal,Dance Res J
Dance Theatre Journal,Dance Theat J
Dancing Times,Dancing Times
Danish Medical Bulletin,Dan Med Bull
Daphnis-Zeitschrift Fur Mittlere Deutsche Literatur,Daphnis Daphnis
Data & Knowledge Engineering,Data Knowl Eng
Data Base,Data Base
Data Base for Advances in Information Systems,Data Base Adv Inf Sy
Data Base Product Reports,Data Base Prod Rep
Data Entry Awareness Reports,Data Entry Awareness
Data Management,Data Manage
Data Mining and Knowledge Discovery,Data Min Knowl Disc
Data Processing,Data Process-London
Database Database,Database Database
Database-The Magazine of Electronic Database Reviews,Database Database
Datacomm & Distributed Processing Report,Datacomm Distrib Pr
Datamation Datamation,Datamation Datamation
Db-Sound Engineering Magazine,Db-Sound Eng Mag
Deafness and Education,Deaf Educ
Death Studies,Death Stud
Decision Sciences,Decision Sci
Decision Support Systems,Decis Support Syst
Deep-Sea Research Part A-Oceanographic Research Papers,Deep-Sea Res
Deep-Sea Research Part I-Oceanographic Research Papers,Deep-Sea Res Pt I
Deep-Sea Research Part Ii-Topical Studies in Oceanography,Deep-Sea Res Pt Ii
Defect and Diffusion Forum,Defect Diffus Forum
Defence and Peace Economics,Defence Peace Econ
Defence Science Journal,Defence Sci J
"Defense of Mucosal Surfaces: Pathogenesis, Immunity and Vaccines",Curr Top Microbiol
Degres-Revue De Synthese a Orientation Semiologique,Degres Degres
Delaware Agricultural Experiment Station Bulletin,Del Agr Exp Sta Bull
Delaware Medical Journal,Del Med J
Dementia Dementia,Dementia Dementia
Dementia and Geriatric Cognitive Disorders,Dement Geriatr Cogn
Demography Demography,Demography Demography
Denki Kagaku,Denki Kagaku
Denkmalpflege Denkmalpflege,Denkmalpflege Denkmalpflege
Dental Clinics of North America,Dent Clin N Am
Dental Management,Dent Manage
Dental Materials,Dent Mater
Dentomaxillofacial Radiology,Dentomaxillofac Rad
Denver University Law Review,Denver U Law Rev
Depression and Anxiety,Depress Anxiety
Dermatologic Clinics,Dermatol Clin
Dermatologic Surgery,Dermatol Surg
Dermatologica Dermatologica,Dermatologica Dermatologica
Dermatology Dermatology,Dermatology Dermatology
Dermatosen in Beruf Und Umwelt,Dermatos Ber Umwelt
Desalination Desalination,Desalination Desalination
Desarrollo Economico-Revista De Ciencias Sociales,Desarrollo Econ
Descant Descant,Descant Descant
Design Design,Design Design
Design Automation for Embedded Systems,Des Autom Embed Syst
Design Engineering-London,Des Eng-London
Design Issues,Des Issues
Design News,Design News
Design Quarterly,Design Quart
Designed Monomers and Polymers,Des Monomers Polym
Designs Codes and Cryptography,Design Code Cryptogr
Deutsche Entomologische Zeitschrift,Deut Entomol Z
Deutsche Gesundheitswesen-Zeitschrift Fur Klinische Medizin,Deut Gesundheitswes
Deutsche Kunst Und Denkmalpflege,Deut Kunst Denkmalpf
Deutsche Lebensmittel-Rundschau,Deut Lebensm-Rundsch
Deutsche Medizinische Wochenschrift,Deut Med Wochenschr
Deutsche Sprache,Deut Sprache
Deutsche Tierarztliche Wochenschrift,Deut Tierarztl Woch
Deutsche Vierteljahrsschrift Fur Literaturwissenschaft Und Geistesgeschichte,Deut Vier Lit Geist
Deutsche Zahnarztliche Zeitschrift,Deut Zahnaerztl Z
Deutsche Zeitschrift Fur Philosophie,Deut Z Philos
Developing Economies,Dev Econ
Development Development,Development Development
Development and Change,Dev Change
Development and Psychopathology,Dev Psychopathol
Development Genes and Evolution,Dev Genes Evol
Development Growth & Differentiation,Dev Growth Differ
Development of Specifications for Biotechnology Pharmaceutical Products,Dev Biol Stand
Development of the Cerebral Cortex,Ciba F Symp
Developmental and Comparative Immunology,Dev Comp Immunol
Developmental Biology,Dev Biol
Developmental Brain Dysfunction,Dev Brain Dysfunct
Developmental Brain Research,Dev Brain Res
Developmental Dynamics,Dev Dynam
Developmental Genetics,Dev Genet
Developmental Immunology,Dev Immunol
Developmental Medicine and Child Neurology,Dev Med Child Neurol
Developmental Neuropsychology,Dev Neuropsychol
Developmental Neuroscience,Dev Neurosci-Basel
Developmental Pharmacology and Therapeutics,Dev Pharmacol Therap
Developmental Psychobiology,Dev Psychobiol
Developmental Psychology,Dev Psychol
Developmental Review,Dev Rev
Developments in Biological Standardization,Dev Biol Stand
Developments in Industrial Microbiology,Dev Ind Microbiol
Developments in Neuroscience,Dev Neurosci-Amster
Developments in Ophthalmology,Dev Ophthalmol
Deviant Behavior,Deviant Behav
Diabetes Diabetes,Diabetes Diabetes
Diabetes & Metabolism,Diabetes Metab
Diabetes Care,Diabetes Care
Diabetes Educator,Diabetes Educator
Diabetes Nutrition & Metabolism,Diabetes Nutr Metab
Diabetes Obesity & Metabolism,Diabetes Obes Metab
Diabetes Research and Clinical Practice,Diabetes Res Clin Pr
Diabetes Research Clinical and Experimental,Diabetes Res Clin Ex
Diabetes Reviews,Diabetes Rev
Diabetes-Metabolism Research and Reviews,Diabetes Metab Res
Diabetes-Metabolism Reviews,Diabetes Metab Rev
Diabetic Medicine,Diabetic Med
Diabetologia Diabetologia,Diabetologia Diabetologia
Diacritics-A Review of Contemporary Criticism,Diacritics Diacritics
Diagnostic and Clinical Immunology,Diagn Clin Immunol
Diagnostic Cytopathology,Diagn Cytopathol
Diagnostic Gynecology and Obstetrics,Diagn Gynecol Obstet
Diagnostic Histopathology,Diagn Histopathol
Diagnostic Imaging,Diagn Imaging
Diagnostic Imaging in Clinical Medicine,Diagn Imag Clin Med
Diagnostic Immunology,Diagn Clin Immunol
Diagnostic Microbiology and Infectious Disease,Diagn Micr Infec Dis
Diagnostic Molecular Pathology,Diagn Mol Pathol
Diagnostic Oncology,Diagn Oncol
Diagnostica Diagnostica,Diagnostica Diagnostica
Dialectica Dialectica,Dialectica Dialectica
Dialectical Anthropology,Dialect Anthropol
Dialogue-Canadian Philosophical Review,Dialogue-Can Philos
Dialysis & Transplantation,Dialysis Transplant
Diamond and Related Materials,Diam Relat Mater
Diamond Films and Technology,Diamond Film Technol
Dickens Quarterly,Dickens Quart
Dickensian Dickensian,Dickensian Dickensian
Dicp-The Annals of Pharmacotherapy,Dicp Ann Pharmac
Die Casting Engineer,Die Cast Eng
Dieciocho-Hispanic Enlightenment,Dieciocho Dieciocho
Diesel Progress Engines & Drives,Diesel Prog Engine D
Diesel Progress North American Edition,Diesel Prog N Am Ed
Differential Equations,Diff Equat+
Differential Geometry and Its Applications,Differ Geom Appl
Differentiation Differentiation,Differentiation Differentiation
Digestion Digestion,Digestion Digestion
Digestive and Liver Disease,Digest Liver Dis
Digestive Diseases,Digest Dis
Digestive Diseases and Sciences,Digest Dis Sci
Digestive Surgery,Digest Surg
Digital Processes,Digital Process
Digital Signal Processing,Digit Signal Process
Digitale Bilddiagnostik,Digitale Bilddiagn
Diogenes Diogenes,Diogenes Diogenes
Diplomatic History,Diplomatic Hist
Disability & Society,Disabil Soc
Disability and Rehabilitation,Disabil Rehabil
Disasters Disasters,Disasters Disasters
Discourse & Society,Discourse Soc
Discourse Processes,Discourse Process
Discover Discover,Discover Discover
Discovery and Innovation,Discov Innovat
Discrete & Computational Geometry,Discrete Comput Geom
Discrete and Continuous Dynamical Systems,Discret Contin Dyn S
Discrete Applied Mathematics,Discrete Appl Math
Discrete Dynamics in Nature and Society,Discrete Dyn Nat Soc
Discrete Event Dynamic Systems-Theory and Applications,Discrete Event Dyn S
Discrete Mathematics,Discrete Math
Discussions in Neuroscience,Discuss Neurosci
Disease Management & Health Outcomes,Dis Manag Health Out
Disease Markers,Dis Markers
Diseases of Aquatic Organisms,Dis Aquat Organ
Diseases of the Colon & Rectum,Dis Colon Rectum
Diseases of the Esophagus,Dis Esophagus
Displays Displays,Displays Displays
Dispute Resolution Journal,Dispute Resolut J
Dissent Dissent,Dissent Dissent
Distributed and Parallel Databases,Distrib Parallel Dat
Distributed Computing,Distrib Comput
Distributed Processing Product Reports,Distrib Process Prod
Diversity Diversity,Diversity Diversity
Diversity Factor,Divers Factor
Dix-Septieme Siecle,Dix-Septieme Siecle
Dm Disease-A-Month,Dm-Dis Mon
Dna and Cell Biology,Dna Cell Biol
Dna Sequence,Dna Sequence
Dna-A Journal of Molecular  & Cellular Biology,Dna-J Molec Cell Bio
Document & Image Automation,Doc Image Autom
Documenta Ophthalmologica,Doc Ophthalmol
Dodo-Journal of the Wildlife Preservation Trusts,Dodo Dodo
Dokladi Na Bolgarskata Akademiya Na Naukite,Dokl Bolg Akad Nauk
Doklady Akademii Nauk,Dokl Akad Nauk+
Doklady Akademii Nauk Belarusi,Dokl Akad Nauk Belar
Doklady Akademii Nauk Sssr,Dokl Akad Nauk Sssr+
Domestic Animal Endocrinology,Domest Anim Endocrin
Dopovidi Akademii Nauk Ukrainskoi Rsr Seriya A-Fiziko-Matematichni Ta Technichni Nauki,Dopov Akad Nauk A
Dopovidi Akademii Nauk Ukrainskoi Rsr Seriya B-Geologichni Khimichni Ta Biologichni Nauki,Dopov Akad Nauk B
Down Beat,Down Beat
Dr Dobbs Journal,Dr Dobbs J
Dreaming Dreaming,Dreaming Dreaming
Drevarsky Vyskum,Drev Vysk
Drug & Cosmetic Industry,Drug Cosmet Ind
Drug and Alcohol Dependence,Drug Alcohol Depen
Drug and Alcohol Review,Drug Alcohol Rev
Drug and Chemical Toxicology,Drug Chem Toxicol
Drug Delivery,Drug Deliv
Drug Development and Industrial Pharmacy,Drug Dev Ind Pharm
Drug Development Research,Drug Develop Res
Drug Discovery Today,Drug Discov Today
Drug Information Journal,Drug Inf J
Drug Intelligence & Clinical Pharmacy,Drug Intel Clin Phar
Drug Investigation,Drug Invest
Drug Metabolism and Disposition,Drug Metab Dispos
Drug Metabolism Reviews,Drug Metab Rev
Drug News & Perspectives,Drug News Perspect
Drug Resistance Updates,Drug Resist Update
Drug Safety,Drug Safety
Drug-Nutrient Interactions,Drug Nutr Interact
Drugs Drugs,Drugs Drugs
Drugs & Aging,Drug Aging
Drugs of Today,Drugs Today
Drugs under Experimental and Clinical Research,Drug Exp Clin Res
Drugs-Education Prevention and Policy,Drug-Educ Prev Polic
Drustvena Istrazivanja,Drus Istraz
Drying Technology,Dry Technol
Du-Die Zeitschrift Der Kultur,Du-Z Kultur
Duke Law Journal,Duke Law J
Duke Mathematical Journal,Duke Math J
Durability of Building Materials,Durability Build Mat
Durham University Journal,Durham Univ J
Dyes and Pigments,Dyes Pigments
Dynamics and Control,Dynam Control
Dynamics and Stability of Systems,Dynam Stabil Syst
Dynamics of Atmospheres and Oceans,Dynam Atmos Oceans
Dynamics of Continuous Discrete and Impulsive Systems,Dyn Contin Discret I
Dynamische Psychiatrie,Dynam Psychiat
Dysphagia Dysphagia,Dysphagia Dysphagia
E&Mj-Engineering and Mining Journal,Eng Min J
Ear and Hearing,Ear Hearing
Ear Nose & Throat Journal,Ear Nose Throat J
Early American Literature,Early Am Literature
Early Childhood Research Quarterly,Early Child Res Q
Early Development & Parenting,Early Dev Parenting
Early Human Development,Early Hum Dev
Early Music,Early Music
Early Music History,Early Music Hist
Earth and Planetary Science Letters,Earth Planet Sc Lett
Earth Island Journal,Earth Isl J
Earth Moon and Planets,Earth Moon Planets
Earth Observation and Remote Sensing,Earth Obs Remot Sen+
Earth Planets and Space,Earth Planets Space
Earth Science,Earth Sci
Earth Surface Processes and Landforms,Earth Surf Proc Land
Earth-Oriented Applications of Space Technology,Earth-Orient Sp Tech
Earth-Science Reviews,Earth-Sci Rev
Earthquake Engineering & Structural Dynamics,Earthquake Eng Struc
Earthquake Prediction Research,Earthquake Pred Res
East African Medical Journal,E Afr Med J
East European Politics and Societies,E Eur Polit Soc
East European Quarterly,E Eur Quart
East-West Film Journal,East-West Film J
Eastern Buddhist,Eastern Buddhist
Eastern European Economics,Eastern Eur Econ
Eau Du Quebec,Eau Quebec
Ec&M-Electrical Construction and Maintenance,Ecm-Electr Constr M
Echocardiography-A Journal of Cardiovascular Ultrasound and Allied Techniques,Echocardiogr-J Card
Ecletica Quimica,Eclet Quim
Eclogae Geologicae Helvetiae,Eclogae Geol Helv
Ecography Ecography,Ecography Ecography
Ecological Applications,Ecol Appl
Ecological Bulletins,Ecol Bull
Ecological Economics,Ecol Econ
Ecological Engineering,Ecol Eng
Ecological Entomology,Ecol Entomol
Ecological Modelling,Ecol Model
Ecological Monographs,Ecol Monogr
Ecological Psychology,Ecol Psychol
Ecological Research,Ecol Res
Ecological Studies,Ecol Stud
Ecologist Ecologist,Ecologist Ecologist
Ecology Ecology,Ecology Ecology
Ecology Law Quarterly,Ecol Law Quart
Ecology Letters,Ecol Lett
Ecology of Food and Nutrition,Ecol Food Nutr
Ecology of Freshwater Fish,Ecol Freshw Fish
Econometric Theory,Economet Theor
Econometrica Econometrica,Econometrica Econometrica
Economic and Industrial Democracy,Econ Ind Democracy
Economic and Political Weekly,Econ Polit Weekly
Economic and Social Review,Econ Soc Rev
Economic Botany,Econ Bot
Economic Development and Cultural Change,Econ Dev Cult Change
Economic Development Quarterly,Econ Dev Q
Economic Geography,Econ Geogr
Economic Geology,Econ Geol
Economic Geology and the Bulletin of the Society of Economic Geologists,Econ Geol Bull Soc
